flightNumber,originIATA,destinationIATA,airline,aircraftID,month,year
21528,SEA,MSP,Qatar,HDTMX2J570AW12642,03,2017
69672,LST,DUB,Iberia,G8SER08V41S217660,03,2017
10621,PTY,KUL,Qatar,Y8EL5MA8SNCR47167,03,2017
99076,DUS,ABJ,Iberia,K6KHA5R8J2LR48132,03,2017
77618,ATL,GDL,LATAM,L3APZ91SF2WF50866,04,2017
32422,HGH,BNE,British Airways,B66MFDWMU0VA87604,04,2017
86723,MCO,BEL,British Airways,YR3G07UYJKJ584102,04,2017
72133,ATL,DEL,Qatar,NAK6DDLBZVWJ15673,04,2017
95627,HRG,CMN,Emirates,5ZU0FJDJL2JP87518,04,2017
57213,NPE,AEP,British Airways,08UBS9LZ0YAP13445,04,2017
22199,DLA,EWR,Emirates,DSMUWZUC45X547021,04,2017
60953,CLT,ICN,American,3N7CM0GD9PPT24386,04,2017
75445,JFK,TPE,Emirates,M2BXJ5PPX5XB42634,04,2017
38494,AKL,DUB,Qatar,BTR8938RM0RK59163,04,2017
60657,VIE,PMR,Emirates,F7PJ6KKBCURD74939,04,2017
11523,MKY,DUD,Emirates,KA9TBLMN8LN439054,04,2017
12725,BKK,CTU,Emirates,U4SEPFVLJNX170481,04,2017
33041,YVR,LGW,British Airways,A9YSH2138DC314886,04,2017
85965,AGP,AEP,LATAM,GP8JNC2XEBLR81365,04,2017
14894,DMK,ZRH,Iberia,CHKJX3LYZ9UT29120,04,2017
51457,DFW,ORD,LATAM,XXAR5SW4R6Z316921,04,2017
87983,MCO,EBB,Qatar,S66YAB9DZES850689,04,2017
52764,ABV,CNF,American,YZHMDYR1XGNR73968,04,2017
29477,TSV,MCO,LATAM,4LH46EBLYLJZ95658,04,2017
38174,AYT,LGA,British Airways,SPDHE6TC3CE776539,04,2017
33011,PTY,SCL,American,FJSZR91GMUY810126,04,2017
76612,POA,LAS,Iberia,49XYE24S18JP37258,04,2017
84824,NPE,ABV,LATAM,3WARJY82T0K250479,04,2017
53577,KTA,HKG,Qatar,LSN2ZSS2VCYW62496,04,2017
59442,CTU,DMK,Qatar,8E9KU1XV5CM528090,04,2017
84523,MCY,PER,American,M6JD3GTVPDC787292,04,2017
90085,AKL,DFW,American,263BZVR5D1D872304,04,2017
31593,MNL,IAH,Iberia,M6YF489XBYYP60344,04,2017
81911,IST,BRU,Iberia,T27KU4518FMA22778,04,2017
40950,ASP,SVO,American,K6TCZFNDA0BF43213,05,2017
66283,FOR,ROK,Emirates,AMPMNA0NM8HV29640,05,2017
26589,CJU,RUN,American,YWT1WRYE5NUE84266,05,2017
79744,CTU,DJE,British Airways,70C316P770UZ77410,05,2017
91086,HBA,DUD,Qatar,4AVRES4L3JVZ52020,05,2017
63194,FRA,JNB,American,FU93875BTRN215342,05,2017
19673,DME,MCO,Emirates,C8H01VLW3GTB79746,05,2017
56363,RAK,DUR,Qatar,1XZXVZHMWHPT37076,05,2017
62782,SDU,LAX,LATAM,DCH4GDNMTEFX90897,05,2017
80892,PTY,DOH,American,67G28HBUEFPJ96922,05,2017
78371,TUN,SIN,Iberia,2M7VEF7LUGD496072,05,2017
27740,MDW,AKL,Emirates,WD9RJGKSVLBH86167,05,2017
53893,KIX,POM,Qatar,M60CFLHRKXTC91199,05,2017
55107,MKY,MCY,Qatar,774N8CMRHPN676997,05,2017
78102,PHE,CUN,Iberia,5JAP14JK5EMA63622,05,2017
78087,TUN,DUD,Emirates,VH6EXCSMMHCM24585,05,2017
51077,SLC,BRU,Qatar,7DF8V2WJNBWU35303,05,2017
74859,YYZ,HGH,Emirates,YSF0Z7XB43YT83767,05,2017
35686,CGH,NPE,LATAM,G9YNHB8PMAMS44639,05,2017
56264,KMG,KUL,Iberia,J9KXV5A4VWNB44428,05,2017
50292,HEL,PLZ,American,NM0Z8YWKNNMY93213,05,2017
37080,CLT,CGH,Qatar,6VUK8F01GUCB69454,05,2017
20568,CUN,SIN,LATAM,8RXB32D8X7EZ16159,05,2017
40870,DLA,MUN,British Airways,RUM9YTSP2KSH67637,05,2017
58243,MNL,NTL,Qatar,7XFPBZRPSRTM38101,05,2017
90032,ATH,ADD,Qatar,XFHFMLN0KXK778353,05,2017
57813,LAD,SVO,Emirates,NHNLSYMJJ1MG93499,05,2017
96932,ADL,HBA,Emirates,H4A7RWMRZSRE16237,05,2017
52890,FOR,MDW,Qatar,J572VNKFCKPR58833,05,2017
27503,CAN,POM,Iberia,4E7VN2YR3MP728772,05,2017
50344,SVO,CUZ,LATAM,4DESAEBJJPU891883,06,2017
75210,CMN,LAS,Iberia,GU8S7FB2UBVA11574,06,2017
60993,ADD,PER,British Airways,CDZK1XZVW0GH69152,06,2017
82235,WLG,SFO,Emirates,J22UZSCCPEEJ30494,06,2017
64908,SIN,DCA,American,M8WVDP41U9KZ17231,06,2017
23841,BRU,CWB,Emirates,C7H3KB081BKY42725,06,2017
27799,AEP,EBB,British Airways,D9DA67F6UMF313203,06,2017
78917,PER,GDL,Emirates,1V0ESNJA5BPP95187,06,2017
81344,OOL,SLC,Emirates,ZF1MPA9W63MS58343,06,2017
68976,TSV,STN,American,SRRCKG427FFN55094,06,2017
80427,CUZ,ADD,LATAM,YR6E3STJ9NT731192,06,2017
59805,JED,ADD,Emirates,VPRYX7S5RBMZ29394,06,2017
22596,MCY,NSN,Qatar,T643UMKSGZWY81128,06,2017
63096,CHC,SCL,LATAM,5MPNX8AB1PY778927,06,2017
21692,ROK,PHX,Iberia,KGFTGATSW8NM33220,06,2017
95328,AYT,SHA,Emirates,E5RCLLVN77DM77419,06,2017
32310,DTW,ZRH,American,HBHHZ90YF5LX90226,06,2017
60933,YYZ,IAH,Iberia,LB3R4KJB2WEY58006,06,2017
82921,EWR,ADL,Emirates,V75UUDB0ABVM14287,06,2017
80374,ARN,BOG,Qatar,KSGF7MZR1JFN50251,06,2017
43611,SSH,PER,British Airways,XC8FCL1A2GDV66296,06,2017
42559,DEN,NPE,American,3C5CPXTCEFXD16437,06,2017
32013,LGW,BOS,Emirates,0RNN81ABZNTL90432,06,2017
38381,XIY,ABJ,Emirates,RE8HHWK4PRED23990,06,2017
72287,HGH,SHA,British Airways,GWNMKZ58PAY938084,06,2017
49540,TIJ,HRG,British Airways,D66R1587FGL710379,06,2017
37752,LIM,CGK,British Airways,GDDNY7M60KAS55343,06,2017
57868,LAD,BOS,American,M28RLL1W7HWZ83060,06,2017
85421,HEL,DMK,British Airways,W9FASYY59TN422694,06,2017
11661,CNF,NSN,Qatar,RYXETCH59JGT35503,06,2017
12374,LST,LAS,LATAM,A92FYKSZS2FD48477,07,2017
21806,BOS,POM,Qatar,JLCXNTGGM8P666545,07,2017
81351,BKK,KUL,American,1HCF1UW8ZVFS70944,07,2017
97018,JFK,GYN,Emirates,TYSPK87ETXDK81869,07,2017
47950,ARN,PVG,American,622KX8GEVHZR97984,07,2017
51443,ICN,DUB,British Airways,B91B2VZVKYGT81941,07,2017
18571,LST,AEP,LATAM,V6GDWRTU3ALU88049,07,2017
16658,NBO,SZX,Qatar,YWY10DX8U1G992323,07,2017
52441,BSB,CWB,Iberia,8DTKT2XUC4VS91809,07,2017
27274,DUS,PMI,Qatar,8V5F6S52VFLZ30247,07,2017
25029,CPT,POA,Iberia,YH8GY77ZF1JP65326,07,2017
22953,SSA,BRU,American,7ZAL63PAEWFN42405,07,2017
31004,PVG,SDU,British Airways,WE29JMDGXSE597108,07,2017
31652,IAH,AKL,Emirates,XRYDM8APTRAK20545,07,2017
18918,EBB,BOS,British Airways,6616LMZJFWMY98098,07,2017
26088,POA,LST,Emirates,MK1RKZ575YLU13685,07,2017
47232,DJE,LAX,Iberia,RNN2TRB279ZL22480,07,2017
57261,KIX,POM,British Airways,V2U2W8GF3MXS79626,07,2017
39424,HTI,HAV,LATAM,BAWTZUB5NVXE95449,07,2017
57928,DUS,ASP,Emirates,TAR2SV0YKLMF71467,07,2017
40122,SSH,POM,Qatar,EFB0RMTHH2AX58609,07,2017
68594,MEL,DME,Iberia,MH5TA7PGRSKB80737,07,2017
77540,CGK,DEL,Emirates,6VN64AAH6GP484470,07,2017
39395,HBA,MIR,Emirates,G5TW170TSMWT55973,07,2017
91947,SSA,CBR,LATAM,X2FEDAPF7GC551930,07,2017
56676,SAW,SLC,Qatar,PKY0KNUXMCGG97408,07,2017
52769,FLN,ALG,British Airways,231JKUBWE8Y595714,07,2017
60478,BNE,HEL,Emirates,J1WWNV8NPCCM63265,07,2017
56687,DKR,SHA,LATAM,BCT24FPYB2BF45291,07,2017
45170,VCP,MAN,Iberia,4RUZHFJLYGCR68615,07,2017
47987,SVO,YYZ,Emirates,1MHSNP644EV519157,08,2017
20609,ADL,SEA,Emirates,XJW5C9HVW1FE40014,08,2017
31384,BOG,VCP,American,H9UASD0TW4V133202,08,2017
54444,OOL,MIA,Emirates,CXN3KCPUKNLB52001,08,2017
70808,BKK,CGK,British Airways,K42VXGE4BMES92398,08,2017
58771,SJO,CLT,Emirates,5JRWV5SUK7P779274,08,2017
94945,NTL,EZE,British Airways,FPFKPHR1N9W386899,08,2017
67539,ORL,CUN,Qatar,5TXS8ZD6GAJ553540,08,2017
29090,NKG,SAW,British Airways,FU6M2DCA45A836476,08,2017
99377,IST,DUS,British Airways,S3T2NAH4ZMU394173,08,2017
49679,PVG,PMR,LATAM,7YMJWRYKBGH785874,08,2017
92071,ASP,MKY,Iberia,3CC02TZ6WAVY22225,08,2017
85556,MIR,XIY,LATAM,C8RH2L7PSSNA19579,08,2017
98823,ORD,ZRH,American,65HHZ0GP2GHY42621,08,2017
60050,PHE,DMK,Emirates,8N980G4689PL20113,08,2017
35337,MEL,PMR,American,3X1PD62PFNFM53355,08,2017
15671,RAK,TPE,American,ZV9E70R06ZMX45966,08,2017
36537,PEK,CGK,Emirates,ZHNNRFSBVJGZ34554,08,2017
18740,MKY,TXL,Emirates,LE7CVPPV72GC85165,08,2017
86436,LIM,HBE,American,GYK6AKMW5PS624696,08,2017
36808,DCA,SSH,Emirates,BBRS7HGPBKVX21228,08,2017
74259,YVR,DME,Emirates,JCGNCLTR98H494807,08,2017
39329,ZRH,RAK,American,DBVWADRJNWJ121029,08,2017
57741,IST,TXL,Iberia,7AUB5RVNZSCA92232,08,2017
31264,HTI,HKG,Emirates,6CX7E86M4EVS86004,08,2017
22457,NBO,CBR,British Airways,0GG75537MAZP54797,08,2017
47068,CLT,CAI,Qatar,VULZMBK233S092680,08,2017
70140,REC,SGN,British Airways,FU58143UU1V426974,08,2017
17037,JNB,CLT,British Airways,F1N8TGLKC0HD75037,08,2017
70456,POM,CAN,Iberia,3YRN6HBCL8DX87447,08,2017
37453,FOR,SJO,Emirates,LHSYGLH9XTY356364,09,2017
44781,DOH,MKY,American,W43AH7X9BWH351679,09,2017
68905,NBO,DFW,British Airways,CWBAXAA2S8JW37417,09,2017
86053,BEL,AGP,LATAM,VRSZXNBUM5NT83665,09,2017
97493,MAD,DME,British Airways,F38AR1VL77L182099,09,2017
43801,TUN,SYD,American,X6PC0UHS8GMP71524,09,2017
93341,CHC,HEL,British Airways,FYHKPYAXZ6NX18266,09,2017
15447,HEL,HRG,Iberia,Y8JXMPU5ZVN636627,09,2017
16507,HRG,MSP,American,YJSGEFJWF0KX42230,09,2017
78296,FOR,LAD,Emirates,GS3YVPR7LJTV97480,09,2017
19994,JNB,DKR,Iberia,C7GZPPBLW0P274433,09,2017
59307,IAH,MNL,Emirates,K97U6FER7GKG10649,09,2017
98428,DCA,SEA,British Airways,CM937R04RGK928120,09,2017
95562,ALG,DUS,Emirates,1FTX6H64VBVD78895,09,2017
78195,SZX,PTY,British Airways,FW9ZYA5GYPHR11433,09,2017
80689,JED,SZX,Emirates,AA6RY9LF6SF173104,09,2017
60533,SYD,IAD,Qatar,6N2NT6THF8A393138,09,2017
48091,OOL,PHX,LATAM,8N40V6146VMP27123,09,2017
76281,MSP,KMG,Iberia,1TPUPGBCUZEP10299,09,2017
23316,DEN,AMS,Emirates,YTRNKV8GZJBU94765,09,2017
88563,CNS,PHL,British Airways,G1VGDA9JRFFZ88067,09,2017
90180,LGA,XIY,Iberia,ENTR8XDYB5RM28445,09,2017
19448,DEN,PHX,LATAM,LVSJSTR0FXKU56125,09,2017
44057,TSV,CNS,Iberia,LPET45NRVFLN76600,09,2017
92550,NRT,LIS,Emirates,MTHGFYX4TPJW30832,09,2017
60262,ROK,FOR,British Airways,J1YSK3WFEKDA17628,09,2017
35378,DLA,ACC,American,RZZLU5V4D5CP49911,09,2017
60488,AYT,EBB,American,VT93BYAXXYL482294,09,2017
57168,CJU,HBA,LATAM,3LRKXBJLGNNV58431,09,2017
76818,CMN,MKY,Emirates,ARSNGDT9KJPC59606,09,2017
58959,VIE,CUN,American,4LYU5FC7WTWD74546,10,2017
82022,AKL,MTY,American,2B6MME0UZZAJ74406,10,2017
61976,FOR,JED,Iberia,2476GSSUUWHU24023,10,2017
19899,IST,SZX,American,SXH1ETGCAYZT94992,10,2017
95081,BSB,SJO,Emirates,43MTMW3XR1S543758,10,2017
45228,DAR,FLL,Iberia,B3GUP5DM9NVR48680,10,2017
58751,CPH,BOG,Qatar,8XKLT563V1KF35308,10,2017
41972,IAD,ASP,Emirates,6L4DP82MMDAE47220,10,2017
67209,PEK,LAX,Emirates,KWYVJHH8UTM932266,10,2017
89062,DAR,IST,Iberia,BARN1AB2BUUN75166,10,2017
38378,NBO,KMG,LATAM,PW5XYPH4PJVN58364,10,2017
63225,TSV,NRT,Iberia,58SLJB02ZVHN31907,10,2017
63854,DUB,DOH,Qatar,EUMMULK623BT61694,10,2017
89159,IAD,DKR,American,J4GJGEJ3T7Y126448,10,2017
90599,GDL,ORL,Emirates,XHM5U1XSNHS969524,10,2017
41493,FLL,BCN,British Airways,XP7ZCYU90YSW54393,10,2017
49508,KUL,CAN,British Airways,G0DJPASNRYU535976,10,2017
86409,HND,ADL,LATAM,WC1N3D67Y4L650767,10,2017
58328,AYT,KRT,British Airways,H3KVBE8JWMJC53947,10,2017
40573,CUN,XIY,American,GDL0M5PJ3EBF54466,10,2017
89497,DME,MIA,LATAM,143LJZESE6K341955,10,2017
66123,MAD,SSH,Iberia,7RBFRSA81CSR89054,10,2017
20069,LGW,IAD,LATAM,C6FVYK61X1S159852,10,2017
96664,ADD,CBR,Iberia,UHN2G09G8SM433030,10,2017
98596,YYZ,HAV,Emirates,E72MA3G8E6B477603,10,2017
42815,ABV,ORN,British Airways,YCKPVB58M8YS74937,10,2017
46080,KUL,MAD,Emirates,70KKVC9PFUE588387,10,2017
57139,CWB,BKK,British Airways,T42V4BPDTVSD46006,10,2017
14520,CLT,CNF,American,P2Y45Z60ULZU70173,10,2017
63094,DXB,NSN,LATAM,EHK2Z28SPKJ084285,10,2017
45153,SGN,SAN,British Airways,7VUA9P0VYPYF68673,11,2017
39722,DTW,MTY,British Airways,NTJ2ATKLRVXY29329,11,2017
71639,CDG,KRT,American,PHZ9M9FW4RXH70590,11,2017
29273,NSN,ORL,Qatar,1H6CKE4MZ5CJ23030,11,2017
91214,ALG,VCP,Iberia,358YZJVL9NVY31134,11,2017
39642,MAD,YYZ,Qatar,2TLABBLHLHS570065,11,2017
98633,CPT,CGK,LATAM,KXWC0H2U8HKP51497,11,2017
58604,ORD,NPE,Qatar,7696CLM30SK477799,11,2017
25106,PEK,CGH,British Airways,Y242BBBS59E860152,11,2017
85969,ZRH,MKY,Iberia,CPM3CX9DX3GY91676,11,2017
47978,HRG,PHX,Qatar,0DVVN0A7UKZJ88787,11,2017
36225,BCN,FLN,Qatar,GXK1BNR43GH310018,11,2017
26336,LOS,BRU,Qatar,1AAMMZBP0HA865289,11,2017
84609,AMS,EBB,American,8ARMGNM2JFH246481,11,2017
67778,DUD,CKG,American,4ME4PEHUJBTP90336,11,2017
63686,FLL,BSB,British Airways,BXWGN4ASGSRG52257,11,2017
72430,MEX,MKY,LATAM,2B0NVKKACMAG39954,11,2017
55561,YYZ,CPH,LATAM,XT4313JK3CTC69493,11,2017
63994,DJE,FLL,Iberia,JM7HBYX17PY445766,11,2017
63272,SYD,HGH,American,V97NBNGFU6D464563,11,2017
70671,ATL,CDG,LATAM,RZWB6B6AUAJY45200,11,2017
10909,CMN,DEN,Iberia,C84ZSCL1D9Y718757,11,2017
27609,BCN,GYN,LATAM,Z1YX0DKFR2SH34559,11,2017
98586,ORD,NSN,British Airways,3FHMAUBT9AVP33972,11,2017
91764,ABJ,ROK,Iberia,1EM8YZE0D0A420503,11,2017
84765,PHE,MIA,American,M78S76SV7YZB51407,11,2017
38671,PEK,MDW,LATAM,7N20MFMM59JY53981,11,2017
58795,BOS,FRA,Emirates,JRVDFHF31MAD44171,11,2017
95602,ZQN,STN,Qatar,L9K04K5M1FD261194,11,2017
84924,DKR,CKG,American,F1ADS2X4ZXM914366,11,2017
94440,FRA,DUS,American,ZGTFPTAVHZJC57604,12,2017
99702,AGA,SSH,LATAM,CRNRZTSZCBL015298,12,2017
50952,SHA,MXP,LATAM,2XV5Y9M085ZE36094,12,2017
47652,CGH,JED,British Airways,3BX643VUSHB865026,12,2017
76222,EWR,NPE,British Airways,SPAH2X4GLYCK76814,12,2017
55196,ATH,CHC,American,C6RYXSR52DGH78886,12,2017
13688,RUN,LAD,LATAM,0H0HXFA2N0MH97703,12,2017
53941,CBR,CUZ,American,4LJH98P3D1AP36147,12,2017
42209,XIY,REC,American,BEYEPMRLDSAY80734,12,2017
39654,YVR,MIR,American,VYNCVC57LSRX70972,12,2017
47465,IST,MAN,LATAM,0UM0ESHFF3G064295,12,2017
13892,GDL,MUC,Qatar,SU4VKL6W89RE18495,12,2017
36843,EBB,JFK,British Airways,XLKWF0GD6NVV51420,12,2017
96100,HBE,ACC,American,AJSU91ZXRDBY23035,12,2017
27451,PVG,HBA,American,XNA507GXM1H896855,12,2017
10595,EBB,GIG,LATAM,RY016L3B9CDX14450,12,2017
37264,MIR,SVO,Qatar,J88X8SGFEUJ097330,12,2017
52201,HTI,CGK,Qatar,5T27E8CB4JCM16417,12,2017
78801,NBO,CPT,British Airways,C19TMB29GMMU27709,12,2017
98126,NSN,MAN,LATAM,356C8UYY5MPW11888,12,2017
10341,OOL,HAV,American,WCMRRKBXLTAZ26806,12,2017
15151,AEP,DME,American,13JKD83VAVNX76024,12,2017
71243,SHA,TSV,LATAM,CXZD5DEHPCBA87426,12,2017
54111,HBE,KMG,American,UZ7DJJS2FBXA90716,12,2017
91701,MUN,STN,Emirates,ZVCAJMHTXWBH37299,12,2017
16952,ROK,EWR,American,YFD8LXWXFEA145825,12,2017
25465,MKY,DEN,American,ZY9S98PKSSH495162,12,2017
92158,BSB,DJE,LATAM,MHJ7NLCJRGHV33411,12,2017
96148,GDL,AGP,Qatar,WC1M5TRKYSVX23338,12,2017
67407,BOS,HBA,British Airways,4KHX737ETRLT95852,12,2017
47137,CMN,KUL,British Airways,CXDD3RP7NUX428873,01,2018
58209,MDW,AYT,LATAM,ZSRUGC14XBSA92441,01,2018
82548,NRT,HKG,LATAM,77D2Y7YD84E934180,01,2018
33813,ABJ,BEL,LATAM,XAK2010EESH750262,01,2018
43902,SCL,JNB,Qatar,NZME4VLRN1GL99890,01,2018
65047,CBR,DUD,American,UX7SXXP59NYN28563,01,2018
80165,NBO,EWR,Iberia,1XWSJSNEAPMT94954,01,2018
59117,SZX,FLN,British Airways,WG8YYMWBXSAC26053,01,2018
57434,JNB,EBB,LATAM,KP31K7GA21CH39228,01,2018
57897,YVR,HBA,LATAM,01WRZT3KC1Z810479,01,2018
48595,DUR,DUB,LATAM,DC4BDP6SRHHZ85703,01,2018
43206,IAD,ARN,American,NZRFB4BGRBR891474,01,2018
62969,ADL,HEL,Emirates,K1AYXUJ5D7T244199,01,2018
26276,ICN,LAS,Qatar,0C24U98E3XM779983,01,2018
27293,REC,BEL,LATAM,0UR0U78PDPZS68276,01,2018
80591,SGN,RAK,Iberia,8A7RNMWMM7GE18188,01,2018
47802,DEN,HND,Emirates,76145YCT53XM64714,01,2018
59241,ARN,LAS,American,VBK36E3MGWEV94299,01,2018
17043,SSH,YVR,Iberia,S7G5J4AVEPAY80658,01,2018
90929,BOS,VCP,Iberia,VSEPEBBH45P710521,01,2018
81913,WLG,SCL,LATAM,059VGR9XXRTP77277,01,2018
34936,CNS,LAX,British Airways,PJ5D9ZEJZ2D317926,01,2018
75978,BNE,DUD,Iberia,P9N4M10X26V361754,01,2018
14237,HBE,SJO,Qatar,XJZW4WNBHWEG44943,01,2018
72259,DUD,MCY,Qatar,80E0F1UTXBVK41945,01,2018
27843,CLT,BEL,American,A5TPYEGA3EM181686,01,2018
47646,MXP,FOR,Iberia,0BRLNGS9U0HL99100,01,2018
78798,MUN,PER,Qatar,XUGX3L8DKTET81580,01,2018
13316,BOG,RUN,Iberia,WRMPMLNJR2H867995,01,2018
38223,LGA,PLZ,Emirates,4641ZY78SNRH88616,01,2018
17994,XIY,HND,LATAM,F917LTJJKTG597787,02,2018
83511,XIY,LAX,British Airways,FZ14DAU837PR20212,02,2018
28611,MIR,EBB,Emirates,9Z4DJDDGZVUT64002,02,2018
21572,MTY,BOS,LATAM,2REMF5JPGHD564734,02,2018
92883,SAN,NRT,American,29FFFCB2UNLF76998,02,2018
55859,MCO,ATL,LATAM,Y96DKE6CY6FN18219,02,2018
43740,CLT,PTY,British Airways,7C8A1LGUCVVC87848,02,2018
84754,FCO,DEN,Qatar,CAHM6XEBRJTA59943,02,2018
64063,HTI,SIN,British Airways,L9SG0GR69AGY82894,02,2018
44712,KRT,ATH,LATAM,13XU2G1X7YFM67099,02,2018
46644,SYD,CGH,Emirates,FHY3RLHSVRK588007,02,2018
11637,TPE,LIM,Iberia,0JDDNNLZMNRK46004,02,2018
89850,PHL,DEL,British Airways,VZAKZABSF1R047832,02,2018
62771,MIA,ZQN,Emirates,PJXPMFWPX8WE79224,02,2018
33288,MUN,HTI,LATAM,GFKCU27UYBYS84652,02,2018
62643,EBB,DKR,Iberia,EHR4YUC9GJEJ44353,02,2018
71842,SEA,PHX,Emirates,GLCVJ7PJPSVD43822,02,2018
25953,ORN,KUL,British Airways,62JAULV6X6WU57957,02,2018
41341,CAN,CPH,LATAM,3CUZA273GJC177575,02,2018
31684,MIR,BCN,American,C5MS8UC2GUGV95863,02,2018
19374,IAD,AMS,Iberia,5UEBXP6BWJJF96721,02,2018
34984,DUS,POM,Qatar,2LNUHKA854XH26292,02,2018
75011,DTW,BSB,American,BAG8GACUTZE951161,02,2018
64160,GIG,BKK,Qatar,XNLZ4ZVT1YT667938,02,2018
20107,HEL,DRW,American,47KL2UVZE0BX94175,02,2018
60282,HTI,POM,LATAM,R2LL4NBYYSX150136,02,2018
10501,TPE,LST,American,9NDKZRHE17S968165,02,2018
95593,NTL,REC,Qatar,SVXA30G3CTT872551,02,2018
20341,DMK,ORL,British Airways,RL305G8TX5BL33979,02,2018
10111,IAH,NTL,Emirates,4FYW620E1KDG92482,02,2018
95681,SCL,SAW,American,9157U2CZ09FF79749,03,2018
19751,DUB,TIJ,Iberia,LLE31M9MWPKL49921,03,2018
18232,SFO,SZX,Iberia,PNCE234A9VSX17119,03,2018
92646,DUD,HKG,American,1Z500UEUGXSP21967,03,2018
34530,ATH,AYT,Emirates,5LV7CB25CRAP92382,03,2018
87890,SEA,DOH,American,2565E4PT4GCK20566,03,2018
27419,BSB,LAX,Qatar,6N27UAKT38YX20327,03,2018
19904,DME,CWB,LATAM,2A4FR59NFVR572815,03,2018
89677,DMK,HEL,Emirates,95WDP7WSVYVA77514,03,2018
58203,NAN,SYD,Qatar,3G4MFMM3W3W126530,03,2018
82071,NBO,HTI,American,1WDNN7M9PYXU69818,03,2018
22608,IAD,DUS,British Airways,9P3AFV7YFBTH59694,03,2018
75650,BRU,BNE,LATAM,RTXJ9EREN3D433972,03,2018
47605,BCN,CPH,Qatar,GYL949MB4ZS675977,03,2018
71214,BOG,MKY,LATAM,RHFNFN7M4CMC56463,03,2018
37276,DMK,SYD,Emirates,WLZ180NCW1XM44521,03,2018
96703,LST,NTL,Iberia,H1K1DABH0AWW88532,03,2018
88411,LIM,GIG,Iberia,7T7A2UYSXTGJ41801,03,2018
27479,BOS,PVG,Emirates,FMFZWKR6X8W715624,03,2018
96770,TXL,BNE,Qatar,HEPV2KT558UD24490,03,2018
64738,NKG,ORL,LATAM,6LDGYH8H3RP520174,03,2018
47630,MNL,MAD,Qatar,72U89ADLBPDJ80093,03,2018
85872,DUB,DLA,American,G6XFWP3R4UR389466,03,2018
53063,CNF,POM,Emirates,HCBY8DB6S1U430763,03,2018
46163,DUB,BOM,American,HXPAU0ZP8WEK18177,03,2018
86244,HAV,POA,Emirates,0J88XL0ECAAF61612,03,2018
67528,BEL,MCO,Emirates,PX55XJ20SPHX87015,03,2018
94709,DAR,HAV,LATAM,XU8HRSD22SN461032,03,2018
50484,DEN,POA,LATAM,6YLSHZ1T8ZFA51917,03,2018
19352,CLT,ACC,Qatar,N972UYW9Y0N470955,03,2018
13212,SSA,BEL,LATAM,K2WVJND2DLPF71527,04,2018
64709,ABV,PTY,British Airways,0BKZJ9U5C6G415005,04,2018
23674,JFK,MAD,LATAM,LCGC64L1WPW312226,04,2018
31195,RUN,MRU,American,YM8UC2ED7HY720585,04,2018
47593,KMG,DUD,Iberia,XZ64ANDKZ3PC92534,04,2018
46151,ORL,ALG,LATAM,VC8698GTJULK46801,04,2018
99369,CTU,MSP,Iberia,18B6V2NVEZWL85594,04,2018
52375,SGN,HND,American,Z4UCZCGY1NAT93774,04,2018
43465,GIG,IAD,Iberia,28EYU18636X384157,04,2018
10002,ORN,FLL,Qatar,G066B89M54FH47574,04,2018
34156,SVO,SSH,British Airways,DR18A6266TW112954,04,2018
47771,CNF,SFO,Iberia,UXD8JM2RZXLG14206,04,2018
49933,ALG,VCP,Iberia,DUU11MBDHNCT58169,04,2018
11443,AGA,DFW,Iberia,KNGY7P1CTWAB68465,04,2018
94784,POA,PVG,Iberia,AFNM89XN1NK780340,04,2018
91599,SVO,JED,Iberia,XM35J8T0JPS233068,04,2018
61286,JFK,DXB,Emirates,SH9ZGXVRS0XW13110,04,2018
19972,PER,CUZ,Iberia,6URUVBE4RWUX61895,04,2018
14020,POA,CHC,Qatar,YG21CGZ8PNLX63372,04,2018
75282,ABJ,SGN,Iberia,7FSZ4ETVU4WV22817,04,2018
37182,IAH,SAW,American,VJF1VZ7DMZW643613,04,2018
74648,FCO,CNS,Iberia,XMM3XN8JD6VM64427,04,2018
49293,CPH,DME,Emirates,UDLT8E7VGNLB72541,04,2018
17144,KMG,LAX,British Airways,RGZX260VYJCW22616,04,2018
45091,AGA,FLL,American,J0MA0AGKTACA11514,04,2018
93949,KTA,LHR,British Airways,59HW09KH5ZMH28800,04,2018
38633,DXB,DRW,British Airways,7H62192FX8P056160,04,2018
94815,ADL,PHX,Qatar,A9VS9K9UK5GA29357,04,2018
49638,REC,SSA,Qatar,AS8KZ9SG48L767442,04,2018
29661,NTL,MKY,Qatar,ACH2EJKDEVVK53972,04,2018
65298,ARN,DOH,LATAM,0TAL1S7AGMXS70657,05,2018
40472,JFK,PHX,Emirates,70C0V4U3H7F142742,05,2018
95641,SHA,JNB,Emirates,0GRMYAM8L0DD48582,05,2018
89078,KUL,ASP,Emirates,XTJDNA96LTDB85520,05,2018
67821,YVR,MCO,American,PDH5VN9CWEZA94869,05,2018
35120,ABV,FCO,Iberia,8JU2FGV3SPLR23391,05,2018
66912,MEL,ADD,LATAM,51AUDPW2GZSX45824,05,2018
48494,HTI,ADL,British Airways,Z59FPSYDKRSR11043,05,2018
14330,XIY,AGP,Iberia,5FXAV09T2VX537095,05,2018
62673,LAX,ADD,American,G2PPFRNPEMFP35443,05,2018
55957,CLT,MUC,Iberia,S9FXGPXSRGGS84540,05,2018
